stamp	mu	src_ip	src_port	dst_ip	dst_port
2014-11-07 12:25:57	749021	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:57	912351	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:58	742359	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	592967	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	601274	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	604991	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	608659	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	612381	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	616077	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	619249	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	623037	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	627607	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	630853	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	634209	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	637462	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	640810	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	644154	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	647495	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	650808	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	654495	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	658409	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	662470	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	666077	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	669918	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	673346	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	676665	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:25:59	679744	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:01	000359	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:01	005199	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:01	008792	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:01	012397	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:01	016010	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:01	020358	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:01	023701	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:01	026908	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:01	031092	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:01	034295	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:01	812255	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:03	197411	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:03	351147	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:03	430109	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:03	590497	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:03	760293	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:03	952202	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:04	178003	172.21.10.117	56646	172.21.10.110:22
2014-11-07 12:26:04	325296	172.21.10.117	56646	172.21.10.110:22
